Date,Year,Month,Day,Hour,Microsite,Rep,Temp,RH
2014/4/3,2014,4,3,3,Open,3,11.394,87.166
2014/4/3,2014,4,3,4,Open,3,11.248,87.19333333
2014/4/3,2014,4,3,5,Open,3,11.224,87.38333333
2014/4/3,2014,4,3,6,Open,3,11.2,87.361
2014/4/3,2014,4,3,7,Open,3,11.273,87.393
2014/4/3,2014,4,3,8,Open,3,12.001,86.905
2014/4/3,2014,4,3,9,Open,3,13.401,81.893
2014/4/3,2014,4,3,10,Open,3,14.673,77.997
2014/4/3,2014,4,3,11,Open,3,15.939,73.44
2014/4/3,2014,4,3,12,Open,3,17.51,71.78866667
2014/4/3,2014,4,3,13,Open,3,18.913,66.448
2014/4/3,2014,4,3,14,Open,3,19.365,65.37666667
2014/4/3,2014,4,3,15,Open,3,19.08,70.56766667
2014/4/3,2014,4,3,16,Open,3,18.176,69.00166667
2014/4/3,2014,4,3,17,Open,3,16.939,77.95033333
2014/4/3,2014,4,3,18,Open,3,15.986,82.18833333
2014/4/3,2014,4,3,19,Open,3,15.366,84.181
2014/4/3,2014,4,3,20,Open,3,14.936,85.53133333
2014/4/3,2014,4,3,21,Open,3,14.601,85.89233333
2014/4/3,2014,4,3,22,Open,3,14.314,86.276
2014/4/3,2014,4,3,23,Open,3,13.858,86.62066667
2014/5/3,2014,5,3,24,Open,3,13.064,86.324
2014/5/3,2014,5,3,1,Open,3,12.413,85.95833333
2014/5/3,2014,5,3,2,Open,3,12.025,85.891
2014/5/3,2014,5,3,3,Open,3,11.613,85.96166667
2014/5/3,2014,5,3,4,Open,3,11.248,85.839
2014/5/3,2014,5,3,5,Open,3,11.029,85.90466667
2014/5/3,2014,5,3,6,Open,3,10.907,85.667
2014/5/3,2014,5,3,7,Open,3,11.297,85.77266667
2014/5/3,2014,5,3,8,Open,3,12.195,85.48033333
2014/5/3,2014,5,3,9,Open,3,13.618,84.31866667
2014/5/3,2014,5,3,10,Open,3,15.175,77.70366667
2014/5/3,2014,5,3,11,Open,3,17.415,71.47433333
2014/5/3,2014,5,3,12,Open,3,19.46,63.25033333
2014/5/3,2014,5,3,13,Open,3,20.674,59.91766667
2014/5/3,2014,5,3,14,Open,3,19.984,65.35866667
2014/5/3,2014,5,3,15,Open,3,19.674,66.32233333
2014/5/3,2014,5,3,16,Open,3,18.747,62.95233333
2014/5/3,2014,5,3,17,Open,3,17.534,71.19666667
2014/5/3,2014,5,3,18,Open,3,16.487,76.73833333
2014/5/3,2014,5,3,19,Open,3,15.652,79.89933333
2014/5/3,2014,5,3,20,Open,3,14.96,82.51133333
2014/5/3,2014,5,3,21,Open,3,14.553,83.146
2014/5/3,2014,5,3,22,Open,3,14.146,82.62233333
2014/5/3,2014,5,3,23,Open,3,13.882,82.83533333
2014/6/3,2014,6,3,24,Open,3,13.786,79.352
2014/6/3,2014,6,3,1,Open,3,13.69,77.19433333
2014/6/3,2014,6,3,2,Open,3,13.642,77.02766667
2014/6/3,2014,6,3,3,Open,3,13.642,79.719
2014/6/3,2014,6,3,4,Open,3,13.473,84.688
2014/6/3,2014,6,3,5,Open,3,13.329,85.102
2014/6/3,2014,6,3,6,Open,3,13.064,85.58366667
2014/6/3,2014,6,3,7,Open,3,12.992,81.29533333
2014/6/3,2014,6,3,8,Open,3,14.002,84.17033333
2014/6/3,2014,6,3,9,Open,3,15.819,80.01333333
2014/6/3,2014,6,3,10,Open,3,17.605,69.406
2014/6/3,2014,6,3,11,Open,3,19.08,66.29966667
2014/6/3,2014,6,3,12,Open,3,20.317,61.88833333
2014/6/3,2014,6,3,13,Open,3,20.079,59.55266667
2014/6/3,2014,6,3,14,Open,3,20.079,54.32
2014/6/3,2014,6,3,15,Open,3,18.913,57.73366667
2014/6/3,2014,6,3,16,Open,3,17.582,65.40466667
2014/6/3,2014,6,3,17,Open,3,16.177,70.837
2014/6/3,2014,6,3,18,Open,3,14.816,74.96666667
2014/6/3,2014,6,3,19,Open,3,13.714,77.76133333
2014/6/3,2014,6,3,20,Open,3,12.823,77.017
2014/6/3,2014,6,3,21,Open,3,12.098,75.657
2014/6/3,2014,6,3,22,Open,3,11.443,75.79533333
2014/6/3,2014,6,3,23,Open,3,10.785,73.414
2014/7/3,2014,7,3,24,Open,3,10.247,74.137
2014/7/3,2014,7,3,1,Open,3,9.805,78.42066667
2014/7/3,2014,7,3,2,Open,3,9.41,79.276
2014/7/3,2014,7,3,3,Open,3,9.04,79.88966667
2014/7/3,2014,7,3,4,Open,3,8.717,81.06866667
2014/7/3,2014,7,3,5,Open,3,8.394,80.15933333
2014/7/3,2014,7,3,6,Open,3,8.07,78.43333333
2014/7/3,2014,7,3,7,Open,3,8.494,77.668
2014/7/3,2014,7,3,8,Open,3,9.854,72.73533333
2014/7/3,2014,7,3,9,Open,3,11.759,71.58066667
2014/7/3,2014,7,3,10,Open,3,13.185,57.72533333
2014/7/3,2014,7,3,11,Open,3,13.786,55.886
2014/7/3,2014,7,3,12,Open,3,15.676,56.17266667
2014/7/3,2014,7,3,13,Open,3,16.987,50.31466667
2014/7/3,2014,7,3,14,Open,3,17.938,52.17066667
2014/7/3,2014,7,3,15,Open,3,18.01,49.904
2014/7/3,2014,7,3,16,Open,3,17.249,53.24133333
2014/7/3,2014,7,3,17,Open,3,15.676,60.248
2014/7/3,2014,7,3,18,Open,3,13.93,72.13933333
2014/7/3,2014,7,3,19,Open,3,12.654,79.475
2014/7/3,2014,7,3,20,Open,3,11.686,80.43966667
2014/7/3,2014,7,3,21,Open,3,11.005,80.539
2014/7/3,2014,7,3,22,Open,3,10.492,77.21433333
2014/7/3,2014,7,3,23,Open,3,9.952,75.92866667
2014/8/3,2014,8,3,24,Open,3,9.41,75.056
2014/8/3,2014,8,3,1,Open,3,8.916,76.00266667
2014/8/3,2014,8,3,2,Open,3,8.444,76.53066667
2014/8/3,2014,8,3,3,Open,3,7.97,79.13366667
2014/8/3,2014,8,3,4,Open,3,7.594,79.49733333
2014/8/3,2014,8,3,5,Open,3,7.217,81.30933333
2014/8/3,2014,8,3,6,Open,3,7.066,81.55
2014/8/3,2014,8,3,7,Open,3,7.72,77.988
2014/8/3,2014,8,3,8,Open,3,9.756,72.41233333
2014/8/3,2014,8,3,9,Open,3,12.437,63.93066667
2014/8/3,2014,8,3,10,Open,3,14.888,54.52
2014/8/3,2014,8,3,11,Open,3,17.272,52.61566667
2014/8/3,2014,8,3,12,Open,3,19.056,49.458
2014/8/3,2014,8,3,13,Open,3,19.793,51.09466667
2014/8/3,2014,8,3,14,Open,3,20.174,49.31566667
2014/8/3,2014,8,3,15,Open,3,20.126,47.66966667
2014/8/3,2014,8,3,16,Open,3,19.151,49.44066667
2014/8/3,2014,8,3,17,Open,3,17.582,57.516
2014/8/3,2014,8,3,18,Open,3,15.963,67.86833333
2014/8/3,2014,8,3,19,Open,3,14.816,72.37033333
2014/8/3,2014,8,3,20,Open,3,14.074,76.892
2014/8/3,2014,8,3,21,Open,3,13.449,72.437
2014/8/3,2014,8,3,22,Open,3,12.751,76.66433333
2014/8/3,2014,8,3,23,Open,3,12.509,78.806
2014/9/3,2014,9,3,24,Open,3,12.437,74.05266667
2014/9/3,2014,9,3,1,Open,3,12.292,75.759
2014/9/3,2014,9,3,2,Open,3,12.098,75.45466667
2014/9/3,2014,9,3,3,Open,3,11.783,77.15733333
2014/9/3,2014,9,3,4,Open,3,11.565,78.383
2014/9/3,2014,9,3,5,Open,3,11.37,78.34966667
2014/9/3,2014,9,3,6,Open,3,11.248,75.93933333
2014/9/3,2014,9,3,7,Open,3,11.492,70.082
2014/9/3,2014,9,3,8,Open,3,12.268,66.84166667
2014/9/3,2014,9,3,9,Open,3,14.218,57.68366667
2014/9/3,2014,9,3,10,Open,3,15.414,54.32533333
2014/9/3,2014,9,3,11,Open,3,16.225,53.551
2014/9/3,2014,9,3,12,Open,3,16.987,56.24933333
2014/9/3,2014,9,3,13,Open,3,17.891,53.93833333
2014/9/3,2014,9,3,14,Open,3,18.818,49.03133333
2014/9/3,2014,9,3,15,Open,3,18.723,43.23166667
2014/9/3,2014,9,3,16,Open,3,18.01,52.721
2014/9/3,2014,9,3,17,Open,3,16.987,64.665
2014/9/3,2014,9,3,18,Open,3,15.796,61.383
2014/9/3,2014,9,3,19,Open,3,15.079,62.12833333
2014/9/3,2014,9,3,20,Open,3,14.314,62.76433333
2014/9/3,2014,9,3,21,Open,3,13.642,58.81333333
2014/9/3,2014,9,3,22,Open,3,13.112,51.86566667
2014/9/3,2014,9,3,23,Open,3,12.582,53.72
2014/10/3,2014,10,3,24,Open,3,12.001,53.26133333
2014/10/3,2014,10,3,1,Open,3,11.589,52.98566667
2014/10/3,2014,10,3,2,Open,3,11.248,53.517
2014/10/3,2014,10,3,3,Open,3,11.078,54.289
2014/10/3,2014,10,3,4,Open,3,10.956,57.554
2014/10/3,2014,10,3,5,Open,3,10.785,60.98366667
2014/10/3,2014,10,3,6,Open,3,10.834,61.534
2014/10/3,2014,10,3,7,Open,3,11.273,61.38266667
2014/10/3,2014,10,3,8,Open,3,11.953,59.25933333
2014/10/3,2014,10,3,9,Open,3,12.968,63.298
2014/10/3,2014,10,3,10,Open,3,15.079,62.09066667
2014/10/3,2014,10,3,11,Open,3,16.939,54.62866667
2014/10/3,2014,10,3,12,Open,3,18.913,54.07433333
2014/10/3,2014,10,3,13,Open,3,20.103,55.20666667
2014/10/3,2014,10,3,14,Open,3,20.484,54.856
2014/10/3,2014,10,3,15,Open,3,20.15,46.43366667
2014/10/3,2014,10,3,16,Open,3,19.199,48.20266667
2014/10/3,2014,10,3,17,Open,3,17.51,57.86366667
2014/10/3,2014,10,3,18,Open,3,15.652,67.85866667
2014/10/3,2014,10,3,19,Open,3,14.337,66.68266667
2014/10/3,2014,10,3,20,Open,3,13.353,67.076
2014/10/3,2014,10,3,21,Open,3,12.558,64.87
2014/10/3,2014,10,3,22,Open,3,11.856,64.00566667
2014/10/3,2014,10,3,23,Open,3,11.321,63.27533333
2014/11/3,2014,11,3,24,Open,3,10.858,62.47333333
2014/11/3,2014,11,3,1,Open,3,10.443,63.63133333
2014/11/3,2014,11,3,2,Open,3,10.026,62.06066667
2014/11/3,2014,11,3,3,Open,3,9.485,54.88133333
2014/11/3,2014,11,3,4,Open,3,8.916,60.06966667
2014/11/3,2014,11,3,5,Open,3,8.668,54.38733333
2014/11/3,2014,11,3,6,Open,3,8.494,50.62033333
2014/11/3,2014,11,3,7,Open,3,8.717,49.17733333
2014/11/3,2014,11,3,8,Open,3,9.854,44.415
2014/11/3,2014,11,3,9,Open,3,11.565,42.25566667
2014/11/3,2014,11,3,10,Open,3,13.497,37.964
2014/11/3,2014,11,3,11,Open,3,15.39,39.742
2014/11/3,2014,11,3,12,Open,3,17.034,39.807
2014/11/3,2014,11,3,13,Open,3,18.247,40.17666667
2014/11/3,2014,11,3,14,Open,3,18.937,40.52733333
2014/11/3,2014,11,3,15,Open,3,18.675,42.74433333
2014/11/3,2014,11,3,16,Open,3,17.677,43.915
2014/11/3,2014,11,3,17,Open,3,16.058,50.73366667
2014/11/3,2014,11,3,18,Open,3,14.17,62.79566667
2014/11/3,2014,11,3,19,Open,3,12.944,65.21533333
2014/11/3,2014,11,3,20,Open,3,11.977,63.82733333
2014/11/3,2014,11,3,21,Open,3,11.297,66.02566667
2014/11/3,2014,11,3,22,Open,3,10.614,69.387
2014/11/3,2014,11,3,23,Open,3,10.026,69.625
2014/12/3,2014,12,3,24,Open,3,9.509,68.17666667
2014/12/3,2014,12,3,1,Open,3,8.965,69.65066667
2014/12/3,2014,12,3,2,Open,3,8.469,69.73333333
2014/12/3,2014,12,3,3,Open,3,7.995,75.362
2014/12/3,2014,12,3,4,Open,3,7.619,71.119
2014/12/3,2014,12,3,5,Open,3,7.217,60.417
2014/12/3,2014,12,3,6,Open,3,7.091,60.272
2014/12/3,2014,12,3,7,Open,3,7.72,60.99266667
2014/12/3,2014,12,3,8,Open,3,8.866,61.41933333
2014/12/3,2014,12,3,9,Open,3,10.124,50.996
2014/12/3,2014,12,3,10,Open,3,11.175,44.09833333
2014/12/3,2014,12,3,11,Open,3,12.316,42.88866667
2014/12/3,2014,12,3,12,Open,3,13.088,48.85666667
2014/12/3,2014,12,3,13,Open,3,15.485,49.52133333
2014/12/3,2014,12,3,14,Open,3,17.558,40.45933333
2014/12/3,2014,12,3,15,Open,3,18.176,39.09566667
2014/12/3,2014,12,3,16,Open,3,17.605,41.111
2014/12/3,2014,12,3,17,Open,3,16.058,42.965
2014/12/3,2014,12,3,18,Open,3,14.146,54.06766667
2014/12/3,2014,12,3,19,Open,3,12.775,58.815
2014/12/3,2014,12,3,20,Open,3,11.734,58.01
2014/12/3,2014,12,3,21,Open,3,11.005,59.323
2014/12/3,2014,12,3,22,Open,3,10.418,53.375
2014/12/3,2014,12,3,23,Open,3,9.928,57.88766667
2014/3/13,2014,3,13,24,Open,3,9.509,59.36066667
2014/3/13,2014,3,13,1,Open,3,9.163,61.94866667
2014/3/13,2014,3,13,2,Open,3,8.866,59.305
2014/3/13,2014,3,13,3,Open,3,8.568,58.51733333
2014/3/13,2014,3,13,4,Open,3,8.22,56.34366667
2014/3/13,2014,3,13,5,Open,3,7.795,61.95166667
2014/3/13,2014,3,13,6,Open,3,7.419,61.09366667
2014/3/13,2014,3,13,7,Open,3,7.945,60.51766667
2014/3/13,2014,3,13,8,Open,3,9.829,49.989
2014/3/13,2014,3,13,9,Open,3,12.292,42.68166667
2014/3/13,2014,3,13,10,Open,3,14.888,38.257
2014/3/13,2014,3,13,11,Open,3,17.296,35.814
2014/3/13,2014,3,13,12,Open,3,19.27,40.35533333
2014/3/13,2014,3,13,13,Open,3,20.317,40.61633333
2014/3/13,2014,3,13,14,Open,3,20.674,39.005
2014/3/13,2014,3,13,15,Open,3,20.46,37.87833333
2014/3/13,2014,3,13,16,Open,3,19.603,35.838
2014/3/13,2014,3,13,17,Open,3,17.891,39.68466667
2014/3/13,2014,3,13,18,Open,3,15.796,47.01966667
2014/3/13,2014,3,13,19,Open,3,14.266,53.05233333
2014/3/13,2014,3,13,20,Open,3,13.137,57.43566667
2014/3/13,2014,3,13,21,Open,3,12.389,57.753
2014/3/13,2014,3,13,22,Open,3,11.759,55.60766667
2014/3/13,2014,3,13,23,Open,3,11.37,50.82233333
2014/3/14,2014,3,14,24,Open,3,10.98,49.602
2014/3/14,2014,3,14,1,Open,3,10.443,50.49166667
2014/3/14,2014,3,14,2,Open,3,9.706,51.371
2014/3/14,2014,3,14,3,Open,3,9.114,52.231
2014/3/14,2014,3,14,4,Open,3,8.767,54.72433333
2014/3/14,2014,3,14,5,Open,3,8.344,58.77866667
2014/3/14,2014,3,14,6,Open,3,8.07,56.79233333
2014/3/14,2014,3,14,7,Open,3,8.767,51.707
2014/3/14,2014,3,14,8,Open,3,10.956,42.16566667
2014/3/14,2014,3,14,9,Open,3,13.786,40.50966667
2014/3/14,2014,3,14,10,Open,3,16.392,34.643
2014/3/14,2014,3,14,11,Open,3,18.414,38.099
2014/3/14,2014,3,14,12,Open,3,20.198,40.86666667
2014/3/14,2014,3,14,13,Open,3,20.698,42.588
2014/3/14,2014,3,14,14,Open,3,21.461,42.15333333
2014/3/14,2014,3,14,15,Open,3,21.199,42.17133333
2014/3/14,2014,3,14,16,Open,3,20.246,40.67
2014/3/14,2014,3,14,17,Open,3,18.58,44.34966667
2014/3/14,2014,3,14,18,Open,3,16.892,54.91766667
2014/3/14,2014,3,14,19,Open,3,15.676,65.49466667
2014/3/14,2014,3,14,20,Open,3,14.721,62.83133333
2014/3/14,2014,3,14,21,Open,3,13.93,57.53733333
2014/3/14,2014,3,14,22,Open,3,13.329,54.601
2014/3/14,2014,3,14,23,Open,3,12.775,55.29
2014/3/15,2014,3,15,24,Open,3,12.34,52.65966667
2014/3/15,2014,3,15,1,Open,3,11.953,54.19033333
2014/3/15,2014,3,15,2,Open,3,11.516,54.08366667
2014/3/15,2014,3,15,3,Open,3,11.078,57.023
2014/3/15,2014,3,15,4,Open,3,10.638,59.00333333
2014/3/15,2014,3,15,5,Open,3,10.271,63.29866667
2014/3/15,2014,3,15,6,Open,3,10.1,63.84033333
2014/3/15,2014,3,15,7,Open,3,10.663,63.491
2014/3/15,2014,3,15,8,Open,3,12.461,58.529
2014/3/15,2014,3,15,9,Open,3,14.697,50.77866667
2014/3/15,2014,3,15,10,Open,3,16.796,45.68166667
2014/3/15,2014,3,15,11,Open,3,19.127,47.169
2014/3/15,2014,3,15,12,Open,3,20.913,48.75533333
2014/3/15,2014,3,15,13,Open,3,22.082,46.99033333
2014/3/15,2014,3,15,14,Open,3,22.609,45.481
2014/3/15,2014,3,15,15,Open,3,22.561,43.25
2014/3/15,2014,3,15,16,Open,3,21.652,41.33266667
2014/3/15,2014,3,15,17,Open,3,19.936,42.39533333
2014/3/15,2014,3,15,18,Open,3,17.819,53.64833333
2014/3/15,2014,3,15,19,Open,3,16.296,57.24766667
2014/3/15,2014,3,15,20,Open,3,15.127,57.30566667
2014/3/15,2014,3,15,21,Open,3,14.242,59.265
2014/3/15,2014,3,15,22,Open,3,13.546,59.791
2014/3/15,2014,3,15,23,Open,3,12.823,58.29333333
2014/3/16,2014,3,16,24,Open,3,12.098,57.722
2014/3/16,2014,3,16,1,Open,3,11.516,62.00133333
2014/3/16,2014,3,16,2,Open,3,11.005,61.30066667
2014/3/16,2014,3,16,3,Open,3,10.59,64.88733333
2014/3/16,2014,3,16,4,Open,3,10.247,63.97066667
2014/3/16,2014,3,16,5,Open,3,9.903,66.33966667
2014/3/16,2014,3,16,6,Open,3,9.756,65.97566667
2014/3/16,2014,3,16,7,Open,3,10.59,63.323
2014/3/16,2014,3,16,8,Open,3,12.727,48.785
2014/3/16,2014,3,16,9,Open,3,15.533,43.956
2014/3/16,2014,3,16,10,Open,3,18.461,40.04566667
2014/3/16,2014,3,16,11,Open,3,20.936,46.73366667
2014/3/16,2014,3,16,12,Open,3,22.8,45.265
2014/3/16,2014,3,16,13,Open,3,24.122,45.08066667
2014/3/16,2014,3,16,14,Open,3,24.677,45.86
2014/3/16,2014,3,16,15,Open,3,24.508,45.756
2014/3/16,2014,3,16,16,Open,3,23.521,44.66933333
2014/3/16,2014,3,16,17,Open,3,21.795,42.132
2014/3/16,2014,3,16,18,Open,3,19.674,52.46
2014/3/16,2014,3,16,19,Open,3,18.129,56.93166667
2014/3/16,2014,3,16,20,Open,3,16.987,56.87533333
2014/3/16,2014,3,16,21,Open,3,16.153,56.26166667
2014/3/16,2014,3,16,22,Open,3,15.366,51.96766667
2014/3/16,2014,3,16,23,Open,3,14.553,55.18466667
2014/3/17,2014,3,17,24,Open,3,14.002,56.54566667
2014/3/17,2014,3,17,1,Open,3,13.449,44.071
2014/3/17,2014,3,17,2,Open,3,12.727,45.80733333
2014/3/17,2014,3,17,3,Open,3,12.098,58.01766667
2014/3/17,2014,3,17,4,Open,3,11.565,47.68333333
2014/3/17,2014,3,17,5,Open,3,10.956,52.34533333
2014/3/17,2014,3,17,6,Open,3,10.638,58.80166667
2014/3/17,2014,3,17,7,Open,3,11.297,56.79633333
2014/3/17,2014,3,17,8,Open,3,12.92,54.12433333
2014/3/17,2014,3,17,9,Open,3,14.96,55.03833333
2014/3/17,2014,3,17,10,Open,3,17.391,52.761
2014/3/17,2014,3,17,11,Open,3,19.222,53.726
2014/3/17,2014,3,17,12,Open,3,20.817,53.61
2014/3/17,2014,3,17,13,Open,3,21.509,49.92066667
2014/3/17,2014,3,17,14,Open,3,21.748,52.946
2014/3/17,2014,3,17,15,Open,3,21.27,51.58533333
2014/3/17,2014,3,17,16,Open,3,20.198,46.92066667
2014/3/17,2014,3,17,17,Open,3,18.533,49.17566667
2014/3/17,2014,3,17,18,Open,3,16.773,57.05833333
2014/3/17,2014,3,17,19,Open,3,15.414,56.024
2014/3/17,2014,3,17,20,Open,3,14.337,53.94066667
2014/3/17,2014,3,17,21,Open,3,13.473,53.903
2014/3/17,2014,3,17,22,Open,3,12.823,54.19466667
2014/3/17,2014,3,17,23,Open,3,12.243,54.82033333
2014/3/18,2014,3,18,24,Open,3,11.71,51.78166667
2014/3/18,2014,3,18,1,Open,3,11.127,52.224
2014/3/18,2014,3,18,2,Open,3,10.565,53.88466667
2014/3/18,2014,3,18,3,Open,3,10.149,53.29233333
2014/3/18,2014,3,18,4,Open,3,9.78,53.425
2014/3/18,2014,3,18,5,Open,3,9.632,54.27333333
2014/3/18,2014,3,18,6,Open,3,9.485,50.78333333
2014/3/18,2014,3,18,7,Open,3,9.952,51.00733333
2014/3/18,2014,3,18,8,Open,3,11.37,46.304
2014/3/18,2014,3,18,9,Open,3,13.305,39.665
2014/3/18,2014,3,18,10,Open,3,15.533,41.425
2014/3/18,2014,3,18,11,Open,3,17.486,43.54066667
2014/3/18,2014,3,18,12,Open,3,19.127,44.327
2014/3/18,2014,3,18,13,Open,3,20.46,44.961
2014/3/18,2014,3,18,14,Open,3,21.151,45.552
2014/3/18,2014,3,18,15,Open,3,21.103,45.40566667
2014/3/18,2014,3,18,16,Open,3,20.103,41.07
2014/3/18,2014,3,18,17,Open,3,18.343,41.74466667
2014/3/18,2014,3,18,18,Open,3,16.249,51.698
2014/3/18,2014,3,18,19,Open,3,14.745,58.05166667
2014/3/18,2014,3,18,20,Open,3,13.714,57.30366667
2014/3/18,2014,3,18,21,Open,3,12.847,57.41066667
2014/3/18,2014,3,18,22,Open,3,12.025,59.98266667
2014/3/18,2014,3,18,23,Open,3,11.394,61.23466667
2014/3/19,2014,3,19,24,Open,3,10.907,61.02833333
2014/3/19,2014,3,19,1,Open,3,10.394,60.67933333
2014/3/19,2014,3,19,2,Open,3,9.903,65.11666667
2014/3/19,2014,3,19,3,Open,3,9.509,63.12233333
2014/3/19,2014,3,19,4,Open,3,9.139,59.12933333
2014/3/19,2014,3,19,5,Open,3,8.717,64.51766667
2014/3/19,2014,3,19,6,Open,3,8.494,67.33466667
2014/3/19,2014,3,19,7,Open,3,9.41,63.07233333
2014/3/19,2014,3,19,8,Open,3,11.565,51.364
2014/3/19,2014,3,19,9,Open,3,14.218,43.54166667
2014/3/19,2014,3,19,10,Open,3,16.844,41.58166667
2014/3/19,2014,3,19,11,Open,3,19.246,45.417
2014/3/19,2014,3,19,12,Open,3,21.079,45.37966667
2014/3/19,2014,3,19,13,Open,3,22.25,45.10966667
2014/3/19,2014,3,19,14,Open,3,22.968,44.913
2014/3/19,2014,3,19,15,Open,3,22.8,44.85533333
2014/3/19,2014,3,19,16,Open,3,21.652,41.44666667
2014/3/19,2014,3,19,17,Open,3,19.984,43.31333333
2014/3/19,2014,3,19,18,Open,3,18.057,48.473
2014/3/19,2014,3,19,19,Open,3,16.511,55.48866667
2014/3/19,2014,3,19,20,Open,3,15.366,56.04566667
2014/3/19,2014,3,19,21,Open,3,14.433,56.582
2014/3/19,2014,3,19,22,Open,3,13.642,56.93166667
2014/3/19,2014,3,19,23,Open,3,12.968,62.46833333
2014/3/20,2014,3,20,24,Open,3,12.461,58.70733333
2014/3/20,2014,3,20,1,Open,3,12.122,62.21033333
2014/3/20,2014,3,20,2,Open,3,11.929,56.44933333
2014/3/20,2014,3,20,3,Open,3,11.54,58.20166667
2014/3/20,2014,3,20,4,Open,3,11.029,61.327
2014/3/20,2014,3,20,5,Open,3,10.516,66.41166667
2014/3/20,2014,3,20,6,Open,3,10.247,65.35233333
2014/3/20,2014,3,20,7,Open,3,10.98,69.02233333
2014/3/20,2014,3,20,8,Open,3,13.112,50.977
2014/3/20,2014,3,20,9,Open,3,15.676,43.87766667
2014/3/20,2014,3,20,10,Open,3,18.319,46.16666667
2014/3/20,2014,3,20,11,Open,3,20.579,48.34866667
2014/3/20,2014,3,20,12,Open,3,22.345,47.718
2014/3/20,2014,3,20,13,Open,3,23.521,46.95466667
2014/3/20,2014,3,20,14,Open,3,23.857,46.96666667
2014/3/20,2014,3,20,15,Open,3,23.472,47.20633333
2014/3/20,2014,3,20,16,Open,3,22.585,45.01333333
2014/3/20,2014,3,20,17,Open,3,20.841,41.07666667
2014/3/20,2014,3,20,18,Open,3,19.008,48.72633333
2014/3/20,2014,3,20,19,Open,3,17.915,53.30533333
2014/3/20,2014,3,20,20,Open,3,16.915,55.18233333
2014/3/20,2014,3,20,21,Open,3,15.796,59.502
2014/3/20,2014,3,20,22,Open,3,14.888,61.15866667
2014/3/20,2014,3,20,23,Open,3,14.194,61.32066667
2014/3/21,2014,3,21,24,Open,3,13.714,59.04366667
2014/3/21,2014,3,21,1,Open,3,13.329,58.07433333
2014/3/21,2014,3,21,2,Open,3,12.944,60.364
2014/3/21,2014,3,21,3,Open,3,12.534,60.96266667
2014/3/21,2014,3,21,4,Open,3,12.171,58.98533333
2014/3/21,2014,3,21,5,Open,3,11.662,63.83
2014/3/21,2014,3,21,6,Open,3,11.37,68.682
2014/3/21,2014,3,21,7,Open,3,12.122,63.89033333
2014/3/21,2014,3,21,8,Open,3,14.17,49.10066667
2014/3/21,2014,3,21,9,Open,3,16.749,44.78466667
2014/3/21,2014,3,21,10,Open,3,19.103,47.46233333
2014/3/21,2014,3,21,11,Open,3,21.246,50.46966667
2014/3/21,2014,3,21,12,Open,3,22.896,48.077
2014/3/21,2014,3,21,13,Open,3,24.026,48.179
2014/3/21,2014,3,21,14,Open,3,24.629,48.41766667
2014/3/21,2014,3,21,15,Open,3,24.267,48.704
2014/3/21,2014,3,21,16,Open,3,22.753,47.738
2014/3/21,2014,3,21,17,Open,3,21.175,41.95566667
2014/3/21,2014,3,21,18,Open,3,19.151,51.37766667
2014/3/21,2014,3,21,19,Open,3,17.51,51.586
2014/3/21,2014,3,21,20,Open,3,16.32,52.05766667
2014/3/21,2014,3,21,21,Open,3,15.342,47.98033333
2014/3/21,2014,3,21,22,Open,3,14.625,48.14866667
2014/3/21,2014,3,21,23,Open,3,14.026,51.31833333
2014/3/22,2014,3,22,24,Open,3,13.57,55.39633333
2014/3/22,2014,3,22,1,Open,3,13.112,60.88166667
2014/3/22,2014,3,22,2,Open,3,12.654,65.98166667
2014/3/22,2014,3,22,3,Open,3,12.05,70.728
2014/3/22,2014,3,22,4,Open,3,11.467,70.949
2014/3/22,2014,3,22,5,Open,3,10.907,67.39566667
2014/3/22,2014,3,22,6,Open,3,10.614,70.36033333
2014/3/22,2014,3,22,7,Open,3,11.467,63.48866667
2014/3/22,2014,3,22,8,Open,3,13.618,46.99866667
2014/3/22,2014,3,22,9,Open,3,16.106,43.15466667
2014/3/22,2014,3,22,10,Open,3,18.889,43.082
2014/3/22,2014,3,22,11,Open,3,21.199,47.29833333
2014/3/22,2014,3,22,12,Open,3,23.16,49.14833333
2014/3/22,2014,3,22,13,Open,3,24.339,46.074
2014/3/22,2014,3,22,14,Open,3,24.774,45.26033333
2014/3/22,2014,3,22,15,Open,3,24.508,44.702
2014/3/22,2014,3,22,16,Open,3,23.472,44.571
2014/3/22,2014,3,22,17,Open,3,21.7,42.137
2014/3/22,2014,3,22,18,Open,3,19.436,53.13433333
2014/3/22,2014,3,22,19,Open,3,17.748,61.302
2014/3/22,2014,3,22,20,Open,3,16.582,63.438
2014/3/22,2014,3,22,21,Open,3,15.605,64.65
2014/3/22,2014,3,22,22,Open,3,14.745,65.18466667
2014/3/22,2014,3,22,23,Open,3,14.002,68.05433333
2014/3/23,2014,3,23,24,Open,3,13.377,67.62
2014/3/23,2014,3,23,1,Open,3,12.799,69.27566667
2014/3/23,2014,3,23,2,Open,3,12.389,70.33266667
2014/3/23,2014,3,23,3,Open,3,11.977,69.28433333
2014/3/23,2014,3,23,4,Open,3,11.589,68.90633333
2014/3/23,2014,3,23,5,Open,3,11.102,72.283
2014/3/23,2014,3,23,6,Open,3,10.858,74.752
